"subjects"	"S"	"prime"	"R"	"rt"
"2144"	"8"	"cat"	"WOOF"	"cat"	0.229740755344032
"968"	"8"	"cat"	"MEOW"	"cat"	0.26503300679071
"5192"	"8"	"cat"	"MEOW"	"cat"	0.385265577116016
"3800"	"8"	"cat"	"MEOW"	"cat"	0.786766711635081
"764"	"8"	"dog"	"WOOF"	"dog"	0.387550033099607
"4892"	"8"	"dog"	"WOOF"	"dog"	0.497000376312579
"872"	"8"	"cat"	"MEOW"	"dog"	0.222305625966701
"656"	"8"	"cat"	"WOOF"	"cat"	0.292965388677353
"2600"	"8"	"cat"	"MEOW"	"cat"	0.342702660664197
"1700"	"8"	"dog"	"MEOW"	"dog"	0.346871853730599
"5492"	"8"	"dog"	"MEOW"	"dog"	0.383350115421898
"4676"	"8"	"dog"	"MEOW"	"dog"	0.697818360630226
"2288"	"8"	"cat"	"WOOF"	"cat"	0.350750847683475
"104"	"8"	"cat"	"MEOW"	"dog"	0.490938813404778
"4904"	"8"	"cat"	"MEOW"	"cat"	0.307672204136361
"596"	"8"	"dog"	"MEOW"	"dog"	0.32155195014914
"4580"	"8"	"dog"	"MEOW"	"dog"	0.2711290386989
"4064"	"8"	"cat"	"WOOF"	"cat"	0.252599927829161
"272"	"8"	"cat"	"WOOF"	"dog"	0.336343869402813
"2648"	"8"	"cat"	"MEOW"	"cat"	0.587924919045596
"368"	"8"	"cat"	"WOOF"	"cat"	0.350964225495583
"4292"	"8"	"dog"	"MEOW"	"dog"	0.491603410746042
"5048"	"8"	"cat"	"MEOW"	"dog"	0.474934259886051
"1028"	"8"	"dog"	"MEOW"	"dog"	0.219508597558758
"2264"	"8"	"cat"	"MEOW"	"dog"	0.776474703793136
"2744"	"8"	"cat"	"MEOW"	"cat"	0.775507004989669
"2024"	"8"	"cat"	"MEOW"	"cat"	0.379981980150185
"4784"	"8"	"cat"	"WOOF"	"cat"	0.2195810348432
"2984"	"8"	"cat"	"MEOW"	"cat"	0.636387865780897
"248"	"8"	"cat"	"MEOW"	"cat"	0.884073298174144
"3680"	"8"	"cat"	"WOOF"	"cat"	0.539469852213093
"4460"	"8"	"dog"	"WOOF"	"dog"	0.775189168011002
"1736"	"8"	"cat"	"MEOW"	"dog"	0.219401366525369
"4952"	"8"	"cat"	"MEOW"	"cat"	0.41516368657966
"1820"	"8"	"dog"	"WOOF"	"dog"	0.255459445549591
"1268"	"8"	"dog"	"MEOW"	"dog"	0.276789330565309
"2456"	"8"	"cat"	"MEOW"	"cat"	0.384324894097367
"1928"	"8"	"cat"	"MEOW"	"cat"	0.249838034156166
"392"	"8"	"cat"	"MEOW"	"dog"	0.519557233960531
"4472"	"8"	"cat"	"MEOW"	"dog"	0.388056159375931
"584"	"8"	"cat"	"MEOW"	"cat"	0.752633342664178
"1184"	"8"	"cat"	"WOOF"	"cat"	0.526041542950498
"164"	"8"	"dog"	"MEOW"	"dog"	0.348857854278778
"2468"	"8"	"dog"	"MEOW"	"cat"	0.458217567470262
"3704"	"8"	"cat"	"MEOW"	"cat"	0.255238973284512
"5516"	"8"	"dog"	"WOOF"	"dog"	0.607006559899062
"3104"	"8"	"cat"	"WOOF"	"cat"	0.290358525560714
"3572"	"8"	"dog"	"MEOW"	"dog"	0.826208352071607
"3212"	"8"	"dog"	"WOOF"	"cat"	0.530693337471541
"4304"	"8"	"cat"	"WOOF"	"cat"	0.236161546824882
"4244"	"8"	"dog"	"MEOW"	"dog"	0.415966461225343
"800"	"8"	"cat"	"WOOF"	"cat"	0.257509592018835
"4748"	"8"	"dog"	"WOOF"	"dog"	0.577541976284725
"2816"	"8"	"cat"	"WOOF"	"cat"	0.2060323458019
"4436"	"8"	"dog"	"MEOW"	"cat"	0.711666932464767
"4160"	"8"	"cat"	"WOOF"	"cat"	0.354523289216234
"4400"	"8"	"cat"	"WOOF"	"cat"	0.456299273934136
"4856"	"8"	"cat"	"MEOW"	"dog"	0.288628384167155
"2048"	"8"	"cat"	"WOOF"	"cat"	0.397233637219459
"3164"	"8"	"dog"	"WOOF"	"dog"	0.451671352218782
"5252"	"8"	"dog"	"MEOW"	"cat"	0.463760756781702
"4652"	"8"	"dog"	"WOOF"	"dog"	0.678797443869917
"3320"	"8"	"cat"	"MEOW"	"cat"	0.257409531684161
"5372"	"8"	"dog"	"WOOF"	"dog"	0.225271306613767
"1232"	"8"	"cat"	"WOOF"	"cat"	0.263083262916008
"788"	"8"	"dog"	"MEOW"	"cat"	0.392537447019848
"4772"	"8"	"dog"	"MEOW"	"dog"	0.306022094669314
"920"	"8"	"cat"	"MEOW"	"cat"	0.997229795628721
"68"	"8"	"dog"	"MEOW"	"dog"	0.298694743120157
"284"	"8"	"dog"	"WOOF"	"dog"	0.647021855334359
"3596"	"8"	"dog"	"WOOF"	"dog"	0.273308227078794
"3152"	"8"	"cat"	"WOOF"	"cat"	0.227695822802989
"1616"	"8"	"cat"	"WOOF"	"cat"	0.26407383876792
"740"	"8"	"dog"	"MEOW"	"dog"	0.252283096522075
"1292"	"8"	"dog"	"WOOF"	"dog"	0.783212068100162
"5108"	"8"	"dog"	"MEOW"	"cat"	0.315392623295443
"2324"	"8"	"dog"	"MEOW"	"dog"	0.257594162784196
"3836"	"8"	"dog"	"WOOF"	"dog"	0.503357325722347
"4916"	"8"	"dog"	"MEOW"	"dog"	1.07405124600309
"4052"	"8"	"dog"	"MEOW"	"dog"	0.510274622876237
"2096"	"8"	"cat"	"WOOF"	"cat"	0.329233885150275
"1076"	"8"	"dog"	"MEOW"	"dog"	0.369495190516954
"4364"	"8"	"dog"	"WOOF"	"dog"	1.2291381884688
"140"	"8"	"dog"	"WOOF"	"dog"	0.572694241386306
"3692"	"8"	"dog"	"WOOF"	"dog"	0.458719902218428
"3608"	"8"	"cat"	"MEOW"	"cat"	0.217850819253243
"5012"	"8"	"dog"	"MEOW"	"dog"	0.316303452673465
"2768"	"8"	"cat"	"WOOF"	"cat"	0.91809663176839
"440"	"8"	"cat"	"MEOW"	"cat"	0.39154195837452
"1196"	"8"	"dog"	"WOOF"	"dog"	0.455506410829654
"5336"	"8"	"cat"	"MEOW"	"cat"	0.729197267756373
"5000"	"8"	"cat"	"MEOW"	"cat"	0.329982563520231
"1940"	"8"	"dog"	"MEOW"	"dog"	0.250870518615688
"3344"	"8"	"cat"	"WOOF"	"cat"	0.343934257501671
"2408"	"8"	"cat"	"MEOW"	"dog"	0.432460969910083
"2312"	"8"	"cat"	"MEOW"	"cat"	0.318613933487783
"1280"	"8"	"cat"	"WOOF"	"cat"	0.219518985714405
"4184"	"8"	"cat"	"MEOW"	"cat"	0.309312296270643
"5168"	"8"	"cat"	"WOOF"	"cat"	0.307853251747317
"3404"	"8"	"dog"	"WOOF"	"dog"	0.369756103916653
"3080"	"8"	"cat"	"MEOW"	"cat"	0.449030024972086
"1868"	"8"	"dog"	"WOOF"	"dog"	0.361328377724809
"4028"	"8"	"dog"	"WOOF"	"cat"	0.260768487491776
"4940"	"8"	"dog"	"WOOF"	"dog"	0.503438311469496
"5240"	"8"	"cat"	"MEOW"	"dog"	0.322967946031249
"428"	"8"	"dog"	"WOOF"	"dog"	0.253483937912662
"296"	"8"	"cat"	"MEOW"	"cat"	0.507226422781012
"2132"	"8"	"dog"	"MEOW"	"cat"	0.456038553738154
"2672"	"8"	"cat"	"WOOF"	"cat"	0.404595375030666
"20"	"8"	"dog"	"MEOW"	"cat"	0.28907426120772
"4832"	"8"	"cat"	"WOOF"	"cat"	0.275932133940105
"4484"	"8"	"dog"	"MEOW"	"dog"	0.440719826812378
"4736"	"8"	"cat"	"WOOF"	"cat"	0.333088187438197
"1460"	"8"	"dog"	"MEOW"	"dog"	0.555888312506561
"3632"	"8"	"cat"	"WOOF"	"cat"	0.437895705476342
"812"	"8"	"dog"	"WOOF"	"dog"	0.534005953433337
"644"	"8"	"dog"	"MEOW"	"dog"	0.335074612111352
"4604"	"8"	"dog"	"WOOF"	"dog"	0.442687290600279
"4220"	"8"	"dog"	"WOOF"	"dog"	0.723231476691788
"2240"	"8"	"cat"	"WOOF"	"cat"	0.299318755648343
"2624"	"8"	"cat"	"WOOF"	"cat"	0.407927934446438
"1064"	"8"	"cat"	"MEOW"	"cat"	0.294536888361784
"3272"	"8"	"cat"	"MEOW"	"dog"	0.32214109884384
"3956"	"8"	"dog"	"MEOW"	"dog"	0.360941049843198
"2660"	"8"	"dog"	"MEOW"	"dog"	0.253219052477486
"1988"	"8"	"dog"	"MEOW"	"dog"	0.38894591841036
"3980"	"8"	"dog"	"WOOF"	"dog"	0.746513853455374
"5072"	"8"	"cat"	"WOOF"	"cat"	0.597809021810642
"5456"	"8"	"cat"	"WOOF"	"cat"	0.533789247509978
"3524"	"8"	"dog"	"MEOW"	"dog"	0.584734598058204
"4076"	"8"	"dog"	"WOOF"	"dog"	0.242551828189573
"3308"	"8"	"dog"	"WOOF"	"cat"	1.65565701124255
"5348"	"8"	"dog"	"MEOW"	"dog"	0.610116429957248
"3668"	"8"	"dog"	"MEOW"	"dog"	0.26748805430124
"512"	"8"	"cat"	"WOOF"	"dog"	0.543933200255184
"2960"	"8"	"cat"	"WOOF"	"cat"	0.37134570063424
"212"	"8"	"dog"	"MEOW"	"dog"	0.36408444080468
"3332"	"8"	"dog"	"MEOW"	"dog"	0.318875952376547
"3044"	"8"	"dog"	"MEOW"	"dog"	0.337554998332812
"1892"	"8"	"dog"	"MEOW"	"dog"	0.296905753739999
"2060"	"8"	"dog"	"WOOF"	"dog"	0.238700358060913
"1904"	"8"	"cat"	"WOOF"	"cat"	0.228620908906551
"2852"	"8"	"dog"	"MEOW"	"dog"	0.299336051464446
"4268"	"8"	"dog"	"WOOF"	"dog"	0.319837926467813
"4256"	"8"	"cat"	"WOOF"	"cat"	0.826496452771042
"836"	"8"	"dog"	"MEOW"	"dog"	0.307957834237462
"4664"	"8"	"cat"	"MEOW"	"cat"	0.427170501859728
"2588"	"8"	"dog"	"WOOF"	"dog"	0.626611556861239
"2204"	"8"	"dog"	"WOOF"	"dog"	0.710292064811678
"4088"	"8"	"cat"	"MEOW"	"cat"	0.301507864697438
"2228"	"8"	"dog"	"MEOW"	"dog"	0.765576844953026
"200"	"8"	"cat"	"MEOW"	"cat"	1.08286739590844
"1964"	"8"	"dog"	"WOOF"	"dog"	0.439774364464856
"860"	"8"	"dog"	"WOOF"	"dog"	0.706445921004377
"4148"	"8"	"dog"	"MEOW"	"dog"	0.470401020669231
"2360"	"8"	"cat"	"MEOW"	"cat"	0.286861322740083
"4232"	"8"	"cat"	"MEOW"	"cat"	0.469852549707332
"5480"	"8"	"cat"	"MEOW"	"cat"	0.457656244811878
"1688"	"8"	"cat"	"MEOW"	"cat"	0.943382540434074
"3260"	"8"	"dog"	"WOOF"	"dog"	0.333584624696923
"5504"	"8"	"cat"	"WOOF"	"cat"	0.416186784395463
"2996"	"8"	"dog"	"MEOW"	"dog"	0.421370951675701
"1424"	"8"	"cat"	"WOOF"	"dog"	0.406353183454555
"3944"	"8"	"cat"	"MEOW"	"cat"	0.523919234651193
"3656"	"8"	"cat"	"MEOW"	"cat"	0.408898001893717
"4316"	"8"	"dog"	"WOOF"	"dog"	0.431868185548263
"2948"	"8"	"dog"	"MEOW"	"dog"	0.238519874370197
"308"	"8"	"dog"	"MEOW"	"dog"	0.279023716913214
"5132"	"8"	"dog"	"WOOF"	"dog"	0.318485455763445
"3128"	"8"	"cat"	"MEOW"	"cat"	0.416858598791848
"2636"	"8"	"dog"	"WOOF"	"dog"	1.20709645747742
"848"	"8"	"cat"	"WOOF"	"cat"	0.682882624129469
"3776"	"8"	"cat"	"WOOF"	"cat"	0.481830352564787
"1808"	"8"	"cat"	"WOOF"	"cat"	0.271991478012207
"4520"	"8"	"cat"	"MEOW"	"dog"	0.545618711650309
"5036"	"8"	"dog"	"WOOF"	"cat"	1.03096169222805
"3092"	"8"	"dog"	"MEOW"	"dog"	0.379795823203669
"3752"	"8"	"cat"	"MEOW"	"cat"	1.04652370085079
"4724"	"8"	"dog"	"MEOW"	"dog"	0.678746087483781
"1496"	"8"	"cat"	"MEOW"	"cat"	0.354576679074837
"3620"	"8"	"dog"	"MEOW"	"dog"	0.297790674208557
"4004"	"8"	"dog"	"MEOW"	"dog"	0.491862443895297
"3812"	"8"	"dog"	"MEOW"	"dog"	0.294538848584732
"4628"	"8"	"dog"	"MEOW"	"dog"	0.303995862050099
"4388"	"8"	"dog"	"MEOW"	"cat"	0.407026349507423
"1148"	"8"	"dog"	"WOOF"	"dog"	0.255737991439041
"1976"	"8"	"cat"	"MEOW"	"dog"	0.287449774381265
"416"	"8"	"cat"	"WOOF"	"cat"	0.772424072592965
"2528"	"8"	"cat"	"WOOF"	"cat"	0.510856569966277
"4868"	"8"	"dog"	"MEOW"	"dog"	0.703967971549778
"188"	"8"	"dog"	"WOOF"	"dog"	0.333227783327093
"1772"	"8"	"dog"	"WOOF"	"dog"	0.511396294906131
"2276"	"8"	"dog"	"MEOW"	"dog"	0.943036190099692
"716"	"8"	"dog"	"WOOF"	"dog"	0.421807462118812
"4712"	"8"	"cat"	"MEOW"	"cat"	0.366544731294535
"2732"	"8"	"dog"	"WOOF"	"dog"	0.384123224301167
"1676"	"8"	"dog"	"WOOF"	"dog"	0.703976470201958
"332"	"8"	"dog"	"WOOF"	"dog"	0.417107359846397
"4136"	"8"	"cat"	"MEOW"	"cat"	0.268401596610786
"1929"	"9"	"cat"	"MEOW"	"cat"	0.381277433913506
"45"	"9"	"dog"	"WOOF"	"dog"	0.47477934350172
"1821"	"9"	"dog"	"WOOF"	"cat"	0.762793479140776
"4005"	"9"	"dog"	"MEOW"	"cat"	0.394313448759661
"3957"	"9"	"dog"	"MEOW"	"dog"	0.358260971743726
"1497"	"9"	"cat"	"MEOW"	"cat"	0.286455369630778
"4965"	"9"	"dog"	"MEOW"	"dog"	0.729142580445534
"525"	"9"	"dog"	"WOOF"	"cat"	0.907941082629886
"5025"	"9"	"cat"	"WOOF"	"dog"	0.702323153215049
"3261"	"9"	"dog"	"WOOF"	"dog"	0.805395361150685
"4053"	"9"	"dog"	"MEOW"	"dog"	0.605248872907229
"2553"	"9"	"cat"	"MEOW"	"dog"	0.272251729713537
"1701"	"9"	"dog"	"MEOW"	"dog"	0.227932543913782
"3705"	"9"	"cat"	"MEOW"	"cat"	0.468510946460193
"573"	"9"	"dog"	"WOOF"	"cat"	0.358763007385169
"2709"	"9"	"dog"	"MEOW"	"dog"	0.248368357492542
"4017"	"9"	"cat"	"WOOF"	"cat"	0.708997035298472
"1857"	"9"	"cat"	"WOOF"	"cat"	0.388653374519784
"945"	"9"	"cat"	"WOOF"	"dog"	0.842661201947009
"5145"	"9"	"cat"	"MEOW"	"cat"	1.19738862139609
"3621"	"9"	"dog"	"MEOW"	"dog"	0.235180726105186
"4713"	"9"	"cat"	"MEOW"	"dog"	0.764126800458369
"2589"	"9"	"dog"	"WOOF"	"cat"	0.560064970913312
"4197"	"9"	"dog"	"MEOW"	"dog"	0.496215688530683
"3633"	"9"	"cat"	"WOOF"	"cat"	0.362167315899079
"1185"	"9"	"cat"	"WOOF"	"cat"	0.228789742894299
"1581"	"9"	"dog"	"WOOF"	"cat"	0.224117310805889
"1365"	"9"	"dog"	"MEOW"	"dog"	0.414841738934092
"4905"	"9"	"cat"	"MEOW"	"cat"	0.376719812741609
"1029"	"9"	"dog"	"MEOW"	"dog"	0.773025735858254
"2757"	"9"	"dog"	"MEOW"	"cat"	0.392260658977406
"5085"	"9"	"dog"	"WOOF"	"cat"	0.299278084900458
"1809"	"9"	"cat"	"WOOF"	"cat"	0.217504215403535
"9"	"9"	"cat"	"MEOW"	"cat"	0.297108922117376
"5313"	"9"	"cat"	"WOOF"	"dog"	0.96840377853112
"2961"	"9"	"cat"	"WOOF"	"cat"	0.223105531802343
"3909"	"9"	"dog"	"MEOW"	"cat"	0.302327205764503
"2541"	"9"	"dog"	"WOOF"	"dog"	0.471326054804016
"3741"	"9"	"dog"	"WOOF"	"cat"	0.665448087774739
"3657"	"9"	"cat"	"MEOW"	"cat"	0.323480679831609
"3045"	"9"	"dog"	"MEOW"	"cat"	0.228561945893448
"2733"	"9"	"dog"	"WOOF"	"dog"	0.336510273039536
"2529"	"9"	"cat"	"WOOF"	"cat"	0.259752606523148
"4677"	"9"	"dog"	"MEOW"	"dog"	0.75572034304253
"3813"	"9"	"dog"	"MEOW"	"cat"	0.429665509736118
"3213"	"9"	"dog"	"WOOF"	"cat"	0.238860733380502
"237"	"9"	"dog"	"WOOF"	"dog"	0.462911125398053
"369"	"9"	"cat"	"WOOF"	"dog"	0.372119622809871
"5121"	"9"	"cat"	"WOOF"	"cat"	0.531752442144093
"1017"	"9"	"cat"	"MEOW"	"dog"	0.822486291252337
"2865"	"9"	"cat"	"WOOF"	"dog"	0.709052360073915
"825"	"9"	"cat"	"MEOW"	"dog"	0.446939221180238
"1665"	"9"	"cat"	"WOOF"	"cat"	0.51420564324843
"5517"	"9"	"dog"	"WOOF"	"dog"	1.43891040887762
"4173"	"9"	"dog"	"WOOF"	"dog"	0.377663852475457
"3105"	"9"	"cat"	"WOOF"	"cat"	0.215757498954704
"297"	"9"	"cat"	"MEOW"	"dog"	0.444716301717372
"3597"	"9"	"dog"	"WOOF"	"cat"	0.275472360037085
"3465"	"9"	"cat"	"MEOW"	"cat"	0.673118562833703
"4281"	"9"	"cat"	"MEOW"	"cat"	0.298024434883226
"1785"	"9"	"cat"	"MEOW"	"cat"	0.513508331028671
"5061"	"9"	"dog"	"MEOW"	"cat"	0.358106607895482
"1617"	"9"	"cat"	"WOOF"	"cat"	0.280933314992811
"2361"	"9"	"cat"	"MEOW"	"cat"	0.281678882989336
"3405"	"9"	"dog"	"WOOF"	"cat"	0.752485261805317
"2001"	"9"	"cat"	"WOOF"	"cat"	0.306704764614414
"3093"	"9"	"dog"	"MEOW"	"cat"	0.307397805850745
"1437"	"9"	"dog"	"WOOF"	"cat"	0.204408140063797
"177"	"9"	"cat"	"WOOF"	"dog"	0.76918812961391
"4629"	"9"	"dog"	"MEOW"	"dog"	1.42808001024054
"4125"	"9"	"dog"	"WOOF"	"dog"	0.430155143220371
"2073"	"9"	"cat"	"MEOW"	"dog"	0.592684741195735
"4437"	"9"	"dog"	"MEOW"	"cat"	0.356131475889757
"3237"	"9"	"dog"	"MEOW"	"cat"	0.889162909265355
"801"	"9"	"cat"	"WOOF"	"cat"	0.802456044757001
"5169"	"9"	"cat"	"WOOF"	"cat"	0.242239239095725
"4029"	"9"	"dog"	"WOOF"	"cat"	0.289362445590175
"3825"	"9"	"cat"	"WOOF"	"cat"	0.27059165161628
"1905"	"9"	"cat"	"WOOF"	"cat"	0.396279799557036
"705"	"9"	"cat"	"WOOF"	"cat"	0.474517946550569
"1209"	"9"	"cat"	"MEOW"	"cat"	0.274257975619018
"4221"	"9"	"dog"	"WOOF"	"dog"	0.327968724228229
"5349"	"9"	"dog"	"MEOW"	"dog"	0.480038495695922
"1953"	"9"	"cat"	"WOOF"	"cat"	0.488311508402884
"4893"	"9"	"dog"	"WOOF"	"cat"	0.531382829484919
"4665"	"9"	"cat"	"MEOW"	"dog"	0.452874947927869
"1593"	"9"	"cat"	"MEOW"	"cat"	0.384246859363041
"4569"	"9"	"cat"	"MEOW"	"cat"	0.295940616054111
"5325"	"9"	"dog"	"WOOF"	"cat"	0.681380921045078
"5457"	"9"	"cat"	"WOOF"	"cat"	0.237650255296396
"4809"	"9"	"cat"	"MEOW"	"dog"	0.385311457304768
"2181"	"9"	"dog"	"MEOW"	"cat"	0.315853636522385
"3777"	"9"	"cat"	"WOOF"	"cat"	0.555119251859842
"1089"	"9"	"cat"	"WOOF"	"cat"	0.976054978807263
"4377"	"9"	"cat"	"MEOW"	"cat"	0.372759999678235
"3285"	"9"	"dog"	"MEOW"	"dog"	0.323712861812381
"1461"	"9"	"dog"	"MEOW"	"cat"	0.272846943472841
"1197"	"9"	"dog"	"WOOF"	"dog"	0.272978470319406
"3309"	"9"	"dog"	"WOOF"	"dog"	0.826552571261205
"2109"	"9"	"dog"	"WOOF"	"cat"	0.481219417836824
"645"	"9"	"dog"	"MEOW"	"dog"	0.341684219178506
"417"	"9"	"cat"	"WOOF"	"dog"	0.624609840058729
"4689"	"9"	"cat"	"WOOF"	"dog"	0.352783637453881
"1257"	"9"	"cat"	"MEOW"	"cat"	0.454124781306777
"3441"	"9"	"cat"	"WOOF"	"cat"	0.332911046086091
"4101"	"9"	"dog"	"MEOW"	"dog"	0.375197220453522
"2229"	"9"	"dog"	"MEOW"	"dog"	0.298071730389549
"813"	"9"	"dog"	"WOOF"	"dog"	0.772806221999599
"165"	"9"	"dog"	"MEOW"	"dog"	0.279293400304199
"4737"	"9"	"cat"	"WOOF"	"cat"	0.355140181347409
"2457"	"9"	"cat"	"MEOW"	"cat"	0.608414183367841
"2769"	"9"	"cat"	"WOOF"	"cat"	0.243195522759869
"585"	"9"	"cat"	"MEOW"	"cat"	0.45440536991711
"4857"	"9"	"cat"	"MEOW"	"cat"	0.677663613275239
"885"	"9"	"dog"	"MEOW"	"cat"	0.418060415626832
"561"	"9"	"cat"	"WOOF"	"cat"	0.267054643445953
"3501"	"9"	"dog"	"WOOF"	"cat"	0.385809869381795
"3249"	"9"	"cat"	"WOOF"	"cat"	0.401945635095194
"681"	"9"	"cat"	"MEOW"	"cat"	0.51573231788004
"3525"	"9"	"dog"	"MEOW"	"cat"	0.550113946321351
"1065"	"9"	"cat"	"MEOW"	"dog"	0.377054949490224
"741"	"9"	"dog"	"MEOW"	"dog"	0.278595051238747
"21"	"9"	"dog"	"MEOW"	"cat"	0.442771786032157
"2373"	"9"	"dog"	"MEOW"	"dog"	0.248953838647296
"4797"	"9"	"dog"	"WOOF"	"dog"	0.40975237600051
"4941"	"9"	"dog"	"WOOF"	"cat"	0.29562857134051
"2085"	"9"	"dog"	"MEOW"	"dog"	0.301323553410946
"3573"	"9"	"dog"	"MEOW"	"dog"	0.480168280382266
"4113"	"9"	"cat"	"WOOF"	"cat"	0.289355316556809
"3513"	"9"	"cat"	"MEOW"	"dog"	0.80343319675735
"129"	"9"	"cat"	"WOOF"	"dog"	0.425485016489669
"717"	"9"	"dog"	"WOOF"	"cat"	0.637244445756458
"1605"	"9"	"dog"	"MEOW"	"dog"	0.432323431532457
"4341"	"9"	"dog"	"MEOW"	"dog"	0.22861734300698
"3417"	"9"	"cat"	"MEOW"	"cat"	0.520496082129331
"465"	"9"	"cat"	"WOOF"	"cat"	0.283052606714911
"4449"	"9"	"cat"	"WOOF"	"cat"	0.566439555461603
"357"	"9"	"dog"	"MEOW"	"dog"	0.284457010139919
"4509"	"9"	"dog"	"WOOF"	"dog"	0.488031395892291
"4353"	"9"	"cat"	"WOOF"	"cat"	0.322660596938022
"765"	"9"	"dog"	"WOOF"	"dog"	0.404702405205293
"4557"	"9"	"dog"	"WOOF"	"dog"	0.618450916694047
"621"	"9"	"dog"	"WOOF"	"dog"	0.326008920937905
"477"	"9"	"dog"	"WOOF"	"cat"	0.220369203485686
"3993"	"9"	"cat"	"MEOW"	"cat"	0.412323568299382
"3921"	"9"	"cat"	"WOOF"	"cat"	0.40255285477256
"3645"	"9"	"dog"	"WOOF"	"dog"	0.385090653104121
"3693"	"9"	"dog"	"WOOF"	"dog"	0.352913699801141
"2013"	"9"	"dog"	"WOOF"	"cat"	0.270781207976443
"873"	"9"	"cat"	"MEOW"	"cat"	0.312257322423765
"2061"	"9"	"dog"	"WOOF"	"cat"	0.28997468677922
"1101"	"9"	"dog"	"WOOF"	"cat"	0.378871067992339
"1329"	"9"	"cat"	"WOOF"	"cat"	0.208054586357925
"4041"	"9"	"cat"	"MEOW"	"dog"	0.297542031539781
"1917"	"9"	"dog"	"WOOF"	"cat"	0.542031113406499
"2913"	"9"	"cat"	"WOOF"	"cat"	0.235910604612164
"381"	"9"	"dog"	"WOOF"	"dog"	0.661037052010573
"4149"	"9"	"dog"	"MEOW"	"cat"	0.507232051827033
"5097"	"9"	"cat"	"MEOW"	"cat"	0.466692406128332
"501"	"9"	"dog"	"MEOW"	"dog"	0.32832986588996
"1545"	"9"	"cat"	"MEOW"	"cat"	0.356533229860516
"3273"	"9"	"cat"	"MEOW"	"cat"	1.07244853261396
"3057"	"9"	"cat"	"WOOF"	"cat"	0.365756517150955
"1941"	"9"	"dog"	"MEOW"	"cat"	0.596701533500889
"837"	"9"	"dog"	"MEOW"	"dog"	0.29358531689069
"2697"	"9"	"cat"	"MEOW"	"cat"	1.18923159516063
"3153"	"9"	"cat"	"WOOF"	"dog"	0.419713033979407
"3609"	"9"	"cat"	"MEOW"	"cat"	0.406566260588064
"4725"	"9"	"dog"	"MEOW"	"dog"	0.589477291224418
"2649"	"9"	"cat"	"MEOW"	"dog"	0.304357529727898
"3009"	"9"	"cat"	"WOOF"	"cat"	0.276533553112214
"2901"	"9"	"dog"	"MEOW"	"dog"	0.308159470896369
"3681"	"9"	"cat"	"WOOF"	"cat"	0.260780707224943
"2169"	"9"	"cat"	"MEOW"	"cat"	0.423271840374924
"2397"	"9"	"dog"	"WOOF"	"dog"	0.358652947890819
"1293"	"9"	"dog"	"WOOF"	"cat"	0.491789855598679
"3165"	"9"	"dog"	"WOOF"	"cat"	1.25781088926907
"3333"	"9"	"dog"	"MEOW"	"cat"	0.725764204907786
"2925"	"9"	"dog"	"WOOF"	"dog"	0.748200471444474
"4749"	"9"	"dog"	"WOOF"	"dog"	0.433199490425747
"2097"	"9"	"cat"	"WOOF"	"cat"	0.229501978796038
"2973"	"9"	"dog"	"WOOF"	"dog"	0.31207744697687
"1161"	"9"	"cat"	"MEOW"	"cat"	0.912509888860196
"5469"	"9"	"dog"	"WOOF"	"dog"	0.275743711955902
"5001"	"9"	"cat"	"MEOW"	"cat"	0.234163344463893
"1713"	"9"	"cat"	"WOOF"	"cat"	0.292661318057241
"3357"	"9"	"dog"	"WOOF"	"dog"	0.355267365998482
"2661"	"9"	"dog"	"MEOW"	"cat"	0.475840216354012
"345"	"9"	"cat"	"MEOW"	"cat"	0.371839705649687
"513"	"9"	"cat"	"WOOF"	"dog"	0.58797391278172
"5421"	"9"	"dog"	"WOOF"	"cat"	0.223148143487488
"4617"	"9"	"cat"	"MEOW"	"cat"	0.523990479005759
"4521"	"9"	"cat"	"MEOW"	"dog"	0.295289576447386
"1797"	"9"	"dog"	"MEOW"	"cat"	0.312074181797581
"1317"	"9"	"dog"	"MEOW"	"cat"	0.545578090282307
"2517"	"9"	"dog"	"MEOW"	"dog"	0.425820136733186
"2577"	"9"	"cat"	"WOOF"	"dog"	0.961741911015957
"669"	"9"	"dog"	"WOOF"	"cat"	0.290514495714147
"429"	"9"	"dog"	"WOOF"	"cat"	0.387152318186506
"261"	"9"	"dog"	"MEOW"	"dog"	0.286200200559282
"2877"	"9"	"dog"	"WOOF"	"cat"	0.332760664082306
"3969"	"9"	"cat"	"WOOF"	"cat"	0.29740459427971
"957"	"9"	"dog"	"WOOF"	"dog"	1.15798408953154
"3549"	"9"	"dog"	"WOOF"	"cat"	0.233781314090561
"2121"	"9"	"cat"	"MEOW"	"cat"	0.805773167671252
"4329"	"9"	"cat"	"MEOW"	"dog"	0.270149438116012
"933"	"9"	"dog"	"MEOW"	"dog"	0.554728351686197
"1281"	"9"	"cat"	"WOOF"	"dog"	0.450306627123981
"285"	"9"	"dog"	"WOOF"	"dog"	0.500272123575184
"3945"	"9"	"cat"	"MEOW"	"cat"	0.304467902915907
"921"	"9"	"cat"	"MEOW"	"dog"	0.241709979277067
"861"	"9"	"dog"	"WOOF"	"dog"	1.07692212525351
"693"	"9"	"dog"	"MEOW"	"dog"	0.432731003224887
"1773"	"9"	"dog"	"WOOF"	"dog"	0.476098205374466
